project_id,sanctioned_cost,final_cost,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,completion_reason,completion_date,sector,state,size_band,size_band_SMALL,size_band_MEDIUM,size_band_LARGE,size_band_XLARGE,size_band_UNKNOWN,log_sanctioned_cost,cost_revision_ratio,sector_Railways,sector_Transmission & Distribution,sector_Healthcare,sector_Shipping,sector_Roads & Highways,sector_Electricity Generation,sector_Oil & Gas,sector_Aviation & Aviation Infrastructure,sector_Water Resources,sector_PAN India,state_Gujarat,state_Uttar Pradesh,state_Maharashtra,state_Bihar,state_Tamil Nadu,state_Assam,state_Rajasthan,state_Andhra Pradesh,state_Odisha,state_Uttarakhand,completion_by_progress,completion_by_expenditure
PC-702639,10773.0,12520.65,0.1622250069618489,1,1,0,expenditure_ge_sanctioned,2026-04,Urban Public Transport,Gujarat,XLARGE,0,0,0,1,0,9.28489110324048,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-pune_-_miraj-londa_[467_kilome-maharashtr-central_railway,4027.53,4924.05,0.2225979694750877,1,1,1,expenditure_ge_sanctioned,2026-04,Railways,Maharashtra,XLARGE,0,0,0,1,0,8.301156824130071,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-618755,159.53,72.44,-0.5459161286278443,0,0,0,progress_100,2026-05,,"Multi-States (Rajasthan, Uttar Pradesh)",MEDIUM,0,1,0,0,0,5.078480840991323,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618748,569.37,355.88,-0.3749582872297452,0,0,0,progress_100,2026-05,,Andhra Pradesh,LARGE,0,0,1,0,0,6.346285273046531,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-618743,876.88,66.59,-0.924060304716723,0,0,0,progress_100,2026-05,,Tamil Nadu,LARGE,0,0,1,0,0,6.777509910034658,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-619320,2290.72,468.71,-0.7953874764266257,0,0,0,progress_100,2026-05,Roads & Highways,Bihar,XLARGE,0,0,0,1,0,7.7370579063231295,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PC-618699,819.14,188.7,-0.7696364479820299,0,0,0,progress_100,2026-05,,Gujarat,LARGE,0,0,1,0,0,6.709475057392616,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-619122,1479.22,1351.78,-0.0861535133381106,0,0,0,progress_100,2026-05,,"Multi-States (Delhi, Uttar Pradesh)",XLARGE,0,0,0,1,0,7.299946004359694,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618652,1241.38,785.13,-0.3675345180363789,0,0,0,progress_100,2026-05,,Maharashtra,XLARGE,0,0,0,1,0,7.124784173829824,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PC-618118,174.34,63.55,-0.6354823907307561,0,0,0,progress_100,2026-05,,Rajasthan,MEDIUM,0,1,0,0,0,5.1667269461604395,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PC-618583,1358.77,713.95,-0.474561551991875,0,0,0,progress_100,2026-05,,Bihar,XLARGE,0,0,0,1,0,7.215070846781037,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PC-618582,1282.97,599.36,-0.5328339711762551,0,0,0,progress_100,2026-05,,Bihar,XLARGE,0,0,0,1,0,7.157712119490971,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PC-617891,186.29,66.7,-0.6419560899672554,0,0,0,progress_100,2026-05,,Rajasthan,MEDIUM,0,1,0,0,0,5.232658217741762,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PC-618578,1467.44,1615.93,0.1011898271820312,1,1,0,expenditure_ge_sanctioned,2026-05,,Delhi,XLARGE,0,0,0,1,0,7.291955891785577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617907,436.09,221.22,-0.4927193927858928,0,0,0,progress_100,2026-05,Roads & Highways,Andhra Pradesh,MEDIUM,0,1,0,0,0,6.080139123547622,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-618562,579.0,1.4,-0.9975820379965458,0,0,0,progress_100,2026-05,,Tamil Nadu,LARGE,0,0,1,0,0,6.363028103540465,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618553,957.62,758.67,-0.2077546417159207,0,0,0,progress_100,2026-05,,Uttar Pradesh,LARGE,0,0,1,0,0,6.865494750267535,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-617924,300.33,82.33,-0.7258682116338694,0,0,0,progress_100,2026-05,,Odisha,MEDIUM,0,1,0,0,0,5.708206009715981,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
PC-618773,449.85,1.17,-0.997399133044348,0,0,0,progress_100,2026-05,,Tamil Nadu,MEDIUM,0,1,0,0,0,6.111134689945915,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618774,984.63,798.12,-0.1894214070259894,0,0,0,progress_100,2026-05,,Bihar,LARGE,0,0,1,0,0,6.8932810306277075,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PN-gujarat-ministry o-,539.0,623.44,0.1566604823747681,1,1,0,expenditure_ge_sanctioned,2026-05,,Ministry of Housing & Urban Affairs,LARGE,0,0,1,0,0,6.29156913955832,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618515,1479.3,1178.31,-0.2034678564185763,0,0,0,progress_100,2026-05,,"Multi-States (Karnataka, Maharashtra)",XLARGE,0,0,0,1,0,7.300000048919446,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-619083,255.53,206.64,-0.1913278284350175,0,0,0,progress_100,2026-05,,Tamil Nadu,MEDIUM,0,1,0,0,0,5.547245616835974,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-619067,356.6,104.04,-0.708244531688166,0,0,0,progress_100,2026-05,,Gujarat,MEDIUM,0,1,0,0,0,5.8794150432993595,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-619063,1636.15,1278.04,-0.2188735751612016,0,0,0,progress_100,2026-05,,Rajasthan,XLARGE,0,0,0,1,0,7.400712204205645,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PC-701263,43129.0,69996.68,0.6229608847874979,1,1,1,expenditure_ge_sanctioned,2026-05,Energy Storage,Rajasthan,XLARGE,0,0,0,1,0,10.671974089641889,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC-618959,1017.99,406.6,-0.600585467440741,0,0,0,progress_100,2026-05,,Uttar Pradesh,XLARGE,0,0,0,1,0,6.926567219631883,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-618943,861.23,140.31,-0.8370818480545267,0,0,0,progress_100,2026-05,,Tamil Nadu,LARGE,0,0,1,0,0,6.759522056418916,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618938,1013.33,630.06,-0.3782282178559798,0,0,0,progress_100,2026-05,,"Multi-States (Maharashtra, Telangana)",XLARGE,0,0,0,1,0,6.921983574992768,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-619148,1185.66,53.18,-0.9551473440952718,0,0,0,progress_100,2026-05,,Gujarat,XLARGE,0,0,0,1,0,7.0788979171846576,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-618935,1183.7,452.48,-0.6177409816676522,0,0,0,progress_100,2026-05,,"Multi-States (Haryana, Punjab)",XLARGE,0,0,0,1,0,7.077244856960713,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618897,2356.19,1011.39,-0.5707519342667612,0,0,0,progress_100,2026-05,,Tamil Nadu,XLARGE,0,0,0,1,0,7.765225510633361,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618874,1003.11,9.74,-0.9902901974858191,0,0,0,progress_100,2026-05,,Tamil Nadu,XLARGE,0,0,0,1,0,6.911856856003212,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618864,1722.11,1050.08,-0.3902363960490329,0,0,0,progress_100,2026-05,,Uttar Pradesh,XLARGE,0,0,0,1,0,7.451886076625917,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-618849,444.21,394.65,-0.1115688525697305,0,0,0,progress_100,2026-05,,Chhattisgarh,MEDIUM,0,1,0,0,0,6.0985460809640415,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618839,1309.47,812.81,-0.379283221456009,0,0,0,progress_100,2026-05,,Bihar,XLARGE,0,0,0,1,0,7.17814113047549,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PC-618835,698.4,418.41,-0.40090206185567,0,0,0,progress_100,2026-05,,Gujarat,LARGE,0,0,1,0,0,6.550222824629276,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-618834,162.73,174.82,0.074294844220488,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-05,,Gujarat,MEDIUM,0,1,0,0,0,5.098218729651401,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PC-701105,255.69,158.78,-0.3790136493409989,0,0,0,progress_100,2026-05,Aviation & Aviation Infrastructure,Goa,MEDIUM,0,1,0,0,0,5.5478691311385475,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618502,1415.34,1427.49,0.008584509729111,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-05,,Gujarat,XLARGE,0,0,0,1,0,7.255831358425504,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PC-619144,1519.72,36.7,-0.9758508146237465,0,0,0,progress_100,2026-05,,Karnataka,XLARGE,0,0,0,1,0,7.326939185897898,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-617975,237.79,79.56,-0.6654190672442071,0,0,0,progress_100,2026-05,,Uttarakhand,MEDIUM,0,1,0,0,0,5.475584504594719,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PC-618501,1298.0,1024.93,-0.2103775038520801,0,0,0,progress_100,2026-05,,Gujarat,XLARGE,0,0,0,1,0,7.1693500166706,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-618382,605.76,0.01,-0.9999834918119388,0,0,0,progress_100,2026-05,,Mizoram,LARGE,0,0,1,0,0,6.408133325723472,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618330,511.02,647.21,0.2665062032797152,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-05,,Assam,LARGE,0,0,1,0,0,6.238363686776588,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
PC-617970,282.08,166.13,-0.4110536018150879,0,0,0,progress_100,2026-05,,Uttarakhand,MEDIUM,0,1,0,0,0,5.645729543207584,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PC-619084,461.54,42.28,-0.908393638687871,0,0,0,progress_100,2026-05,,Tamil Nadu,MEDIUM,0,1,0,0,0,6.136733039699226,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-619147,603.08,624.41,0.0353684419977446,0,0,0,expenditure_ge_sanctioned,2026-05,,Gujarat,LARGE,0,0,1,0,0,6.40370663949517,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618285,286.72,186.64,-0.3490513392857144,0,0,0,progress_100,2026-05,,Assam,MEDIUM,0,1,0,0,0,5.661987784999155,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PC-618259,222.61,122.52,-0.4496204123803963,0,0,0,progress_100,2026-05,,Andhra Pradesh,MEDIUM,0,1,0,0,0,5.409903463000054,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PN-ahmedabad_metro_rail_project_[-gujarat-gujarat_metro_rail_c,10773.0,12521.43,0.162297410192147,1,1,0,expenditure_ge_sanctioned,2026-05,Urban Public Transport,Gujarat,XLARGE,0,0,0,1,0,9.28489110324048,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618372,909.02,638.5,-0.2975952124265693,0,0,0,progress_100,2026-05,,Assam,LARGE,0,0,1,0,0,6.8134665772913605,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PC-618229,211.09,0.0,-1.0,0,0,0,progress_100,2026-05,,Uttar Pradesh,MEDIUM,0,1,0,0,0,5.357010712887255,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-618220,642.24,0.0,-1.0,0,0,0,progress_100,2026-05,,Jammu and Kashmir,LARGE,0,0,1,0,0,6.466517904985824,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-617933,984.07,0.0,-1.0,0,0,0,progress_100,2026-05,,Maharashtra,LARGE,0,0,1,0,0,6.892712704636869,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PC-618008,185.09,175.09,-0.0540277702739208,0,0,0,progress_100,2026-05,,Uttar Pradesh,MEDIUM,0,1,0,0,0,5.226230427653136,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PN-ghatampur_thermal_power_plant_-uttar prad-nlc_india_limited_[n,17237.8,21287.24,0.2349162886215179,1,1,1,expenditure_ge_sanctioned,2026-05,Electricity Generation,Uttar Pradesh,XLARGE,0,0,0,1,0,9.754917936226658,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PN-guwahati_refinery_expansion_[1-assam-ministry_of_petroleu,412.3,487.31,0.1819306330341983,1,1,0,expenditure_ge_sanctioned,2026-05,Oil & Gas,Assam,MEDIUM,0,1,0,0,0,6.024173721517687,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PC-618099,164.13,98.68,-0.3987692682629622,0,0,0,progress_100,2026-05,,Maharashtra,MEDIUM,0,1,0,0,0,5.106733042474897,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PN-transmission_network_expansion-multi-stat-power_grid_corporati,4546.26,4546.26,0.0,0,0,0,expenditure_ge_sanctioned,2026-05,Transmission & Distribution,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",XLARGE,0,0,0,1,0,8.422280132748876,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618464,2271.86,2574.42,0.1331772204273149,1,1,0,expenditure_ge_sanctioned,2026-05,,Gujarat,XLARGE,0,0,0,1,0,7.728794229346754,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618465,1710.3,2158.87,0.2622756241595041,1,1,1,expenditure_ge_sanctioned,2026-05,,Gujarat,XLARGE,0,0,0,1,0,7.445008594583406,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618023,152.58,0.0,-1.0,0,0,0,progress_100,2026-06,,Punjab,MEDIUM,0,1,0,0,0,5.034221603902398,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PN-chakur_loha_section_of_nh-361_-maharashtr-nhai,1241.38,1717.21,0.3833072870515071,1,1,1,expenditure_ge_sanctioned,2026-06,,Maharashtra,XLARGE,0,0,0,1,0,7.124784173829824,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-618165,1156.72,0.0,-1.0,0,0,0,progress_100,2026-06,,Uttar Pradesh,XLARGE,0,0,0,1,0,7.054207832695181,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PN-challakere_to_hariyur_section_-karnataka-nhai,1167.52,1243.48,0.0650609839660134,1,0,0,expenditure_ge_sanctioned,2026-06,,Karnataka,XLARGE,0,0,0,1,0,7.06349326979307,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705633,3733.0,5552.65,0.4874497723010982,1,1,1,expenditure_ge_sanctioned,2026-06,Railways,Andhra Pradesh,XLARGE,0,0,0,1,0,8.225235324101668,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PN-pipli_bhavnagar-package_1_from-gujarat-nhai,819.14,975.85,0.1913103987108431,1,1,0,expenditure_ge_sanctioned,2026-06,,Gujarat,LARGE,0,0,1,0,0,6.709475057392616,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-reconstruction_of_existing_2_l-uttarakhan-morth,282.08,352.53,0.2497518434486669,1,1,1,expenditure_ge_sanctioned,2026-06,,Uttarakhand,MEDIUM,0,1,0,0,0,5.645729543207584,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC-705660,2445.0,3368.46,0.3776932515337423,1,1,1,expenditure_ge_sanctioned,2026-06,,Madhya Pradesh,XLARGE,0,0,0,1,0,7.802209316247118,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-rajasthan_refinery_project_701-rajasthan-ministryofpetroleumn,43129.0,70293.57,0.629844652090241,1,1,1,expenditure_ge_sanctioned,2026-06,Energy Storage,Rajasthan,XLARGE,0,0,0,1,0,10.671974089641889,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC-619113,555.8,235.51,-0.5762684418855704,0,0,0,progress_100,2026-06,,Tamil Nadu,LARGE,0,0,1,0,0,6.32220610902021,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-400019,492.76,560.32,0.1371052845198475,1,1,0,expenditure_ge_sanctioned,2026-06,,Maharashtra,MEDIUM,0,1,0,0,0,6.202049569174796,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PN-thumbipadi-namakkal_from_km._1-tamil nadu-nhai,255.53,392.41,0.535670958400188,1,1,1,expenditure_ge_sanctioned,2026-06,,Tamil Nadu,MEDIUM,0,1,0,0,0,5.547245616835974,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PN-construction_of_4/6_laning_fro-assam-nhidcl,511.02,671.35,0.3137450589018042,1,1,1,expenditure_ge_sanctioned,2026-06,,Assam,LARGE,0,0,1,0,0,6.238363686776588,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PN-vadodara_mumbai_expressway_ena-gujarat-nhai,2271.86,2991.42,0.316727263123608,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.728794229346754,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-vadodara_mumbai_expressway_gan-gujarat-nhai,1710.3,2451.01,0.4330877623808691,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.445008594583406,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-construction_of_four-lane_elev-uttar prad-morth,185.09,200.32,0.0822842941271813,1,0,0,expenditure_ge_sanctioned,2026-06,,Uttar Pradesh,MEDIUM,0,1,0,0,0,5.226230427653136,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PN-widening_&_strengthening_of_ex-telangana-morth,206.13,318.62,0.5457235725027896,1,1,1,expenditure_ge_sanctioned,2026-06,,Telangana,MEDIUM,0,1,0,0,0,5.333346615467431,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705730,4835.0,5098.73,0.0545460186142707,1,0,0,expenditure_ge_sanctioned,2026-06,,West Bengal,XLARGE,0,0,0,1,0,8.483843211734683,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-611966,224.41,224.41,0.0,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-06,,Maharashtra,MEDIUM,0,1,0,0,0,5.4179209661938685,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PC-705799,1400.0,1472.0,0.0514285714285713,1,0,0,expenditure_ge_sanctioned,2026-06,,Maharashtra,XLARGE,0,0,0,1,0,7.244941546337007,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-706757,262.0,387.82,0.4802290076335878,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,MEDIUM,0,1,0,0,0,5.572154032177765,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-4l_of_hubli_-_hospet_section_o-karnataka-nhai,2531.99,3522.85,0.3913364586747974,1,1,1,expenditure_ge_sanctioned,2026-06,,Karnataka,XLARGE,0,0,0,1,0,7.837155702106002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400277,8964.0,8984.66,0.0023047746541722,0,0,0,expenditure_ge_sanctioned,2026-06,,West Bengal,XLARGE,0,0,0,1,0,9.101083386039234,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-4l_of_bhavnagar_-_talaja_packa-gujarat-nhai,1185.66,1316.53,0.1103773425771299,1,1,0,expenditure_ge_sanctioned,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.0788979171846576,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-4l_of_bal_works_of_talaja_-_ma-gujarat-nhai,698.4,726.01,0.0395332187857961,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,LARGE,0,0,1,0,0,6.550222824629276,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-4l_of_bal_works_of_mahuva_to_k-gujarat-nhai,603.08,624.43,0.0354016050938514,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,LARGE,0,0,1,0,0,6.40370663949517,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-muzaffarpur_-_sonbarsa_section-bihar-nhai,2290.72,2308.19,0.007626423133338,0,0,0,expenditure_ge_sanctioned,2026-06,,Bihar,XLARGE,0,0,0,1,0,7.7370579063231295,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PN-4l_kodinar_-_veraval_package_v-gujarat-nhai,162.73,189.95,0.1672709395931912,1,1,0,expenditure_ge_sanctioned,2026-06,,Gujarat,MEDIUM,0,1,0,0,0,5.098218729651401,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-6l_access_controlled_highway_f-delhi-nhai,1467.44,1652.29,0.1259676715913427,1,1,0,expenditure_ge_sanctioned,2026-06,,Delhi,XLARGE,0,0,0,1,0,7.291955891785577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617915,329.14,0.0,-1.0,0,0,0,progress_100,2026-06,,Madhya Pradesh,MEDIUM,0,1,0,0,0,5.799516806919395,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PN-6l_of_chiloda-naroda_section_f-gujarat-nhai,356.6,443.07,0.2424845765563656,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,MEDIUM,0,1,0,0,0,5.8794150432993595,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618577,2228.26,1759.52,-0.210361447945931,0,0,0,progress_100,2026-06,,"Multi-States (Delhi, Haryana)",XLARGE,0,0,0,1,0,7.709424970818542,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618460,1263.38,934.98,-0.2599376276338078,0,0,0,progress_100,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.142337162437177,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PN-transmission_system_for_evacua-rajasthan-power_grid_corporati,1910.0,1910.0,0.0,0,0,0,expenditure_ge_sanctioned,2026-06,Transmission & Distribution,Rajasthan,XLARGE,0,0,0,1,0,7.555381944240273,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC-618444,279.01,398.54,0.4284075839575643,1,1,1,expenditure_ge_sanctioned,2026-06,,Assam,MEDIUM,0,1,0,0,0,5.634825316817224,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PN-ahmedabad_-_dholera_pkg_i_from-gujarat-nhai,1298.0,1385.83,0.0676656394453003,1,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.1693500166706,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-617887,379.23,206.48,-0.4555283073596499,0,0,0,progress_100,2026-06,,Rajasthan,MEDIUM,0,1,0,0,0,5.940776332780459,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PC-705437,1160.0,3073.41,1.6494913793103447,1,1,1,expenditure_ge_sanctioned,2026-06,,Telangana,XLARGE,0,0,0,1,0,7.057036981697891,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-701406,1402.0,1839.76,0.3122396576319544,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-06,,Telangana,XLARGE,0,0,0,1,0,7.246368080102461,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PC-705650,5060.0,5511.03,0.0891363636363635,1,0,0,expenditure_ge_sanctioned,2026-06,,"Multi-States (Goa, Karnataka)",XLARGE,0,0,0,1,0,8.529319371214077,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
