project_id,original_completion_date,revised_completion_date,delay_months,delay_gt_3_months,delay_gt_6_months,delay_gt_12_months,completion_reason,completion_date,sector,state,size_band,log_sanctioned_cost,size_band_SMALL,size_band_MEDIUM,size_band_LARGE,size_band_XLARGE,size_band_UNKNOWN,sector_Railways,sector_Water Resources,sector_Transmission & Distribution,sector_Electricity Generation,sector_Roads & Highways,sector_Healthcare,sector_Urban Public Transport,sector_Waste & Water,sector_Oil & Gas,sector_Education,state_Gujarat,state_Maharashtra,state_Uttar Pradesh,state_Bihar,state_Andhra Pradesh,state_Karnataka,state_Assam,state_Odisha,state_Chhattisgarh,state_Madhya Pradesh,completion_by_progress,completion_by_expenditure
PN-penukonda_-_dharmavaram_doubli-andhra pra-south_western_railwa,02/2026,03/2026,1,0,0,0,expenditure_ge_sanctioned,2026-02,Railways,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-619144,08/2018,06/2026,94,1,1,1,progress_100,2026-05,,Karnataka,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PC-618955,11/2021,08/2026,57,1,1,1,expenditure_ge_sanctioned,2026-07,,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-615327,03/2025,12/2025,9,1,1,0,progress_100,2026-04,,Tamil Nadu,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618953,08/2023,03/2027,43,1,1,1,expenditure_ge_sanctioned,2026-07,,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-400253,12/2025,12/2026,12,1,1,0,expenditure_ge_sanctioned,2026-06,,"Multi-States (Andhra Pradesh, Odisha)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-702637,03/2023,08/2025,29,1,1,1,expenditure_ge_sanctioned,2026-07,Urban Public Transport,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-618465,11/2023,05/2026,30,1,1,1,expenditure_ge_sanctioned,2026-05,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-619222,09/2024,08/2026,23,1,1,1,expenditure_ge_sanctioned,2026-07,,Tamil Nadu,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400141,12/2022,06/2026,42,1,1,1,expenditure_ge_sanctioned,2026-07,Metals & Mining,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PC-705629,12/2025,01/2027,13,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Odisha, West Bengal)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705651,03/2022,12/2025,45,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-02,,Madhya Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PC-618774,07/2023,11/2025,28,1,1,1,progress_100,2026-05,,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PC-618346,06/2022,08/2026,50,1,1,1,progress_100,2026-07,,Manipur,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705635,03/2025,06/2028,39,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Kerala, Tamil Nadu)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-701386,12/2019,06/2028,102,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-617379,03/2020,12/2026,81,1,1,1,expenditure_ge_sanctioned,2026-06,Railways,Delhi,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-602792,02/2025,06/2026,16,1,1,1,progress_100,2026-07,,Chhattisgarh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
PC-400103,12/2019,12/2026,84,1,1,1,expenditure_ge_sanctioned,2026-07,,Telangana,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-ahmedabad_-_dholera_pkg_i_from-gujarat-nhai,01/2024,01/2024,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-612239,09/2024,12/2025,15,1,1,1,expenditure_ge_sanctioned,2025-11,Healthcare,Jammu and Kashmir,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618503,07/2023,08/2026,37,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PC-701376,12/2019,03/2026,75,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Jharkhand,UNKNOWN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-transmission_system_for_evacua-jammu and -power_grid_corporati,11/2025,04/2025,-7,0,0,0,expenditure_ge_sanctioned,2025-11,Transmission & Distribution,Jammu and Kashmir,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-619115,12/2020,06/2021,6,1,0,0,progress_100,2026-02,,Karnataka,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PC-705356,12/2026,03/2026,-9,0,0,0,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-618696,10/2021,09/2022,11,1,1,0,progress_100,2026-02,,"Multi-States (Andhra Pradesh, Karnataka)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705500,12/2025,10/2026,10,1,1,0,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-400168,04/2025,06/2027,26,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-705659,03/2026,03/2026,0,0,0,0,expenditure_ge_sanctioned,2026-07,,Madhya Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC-701415,04/2022,03/2026,47,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-619063,11/2024,06/2026,19,1,1,1,progress_100,2026-05,,Rajasthan,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618438,07/2024,08/2025,13,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07,,Assam,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PN-transmission_system_for_streng-multi-stat-power_grid_corporati,11/2025,12/2024,-11,0,0,0,expenditure_ge_sanctioned,2025-11,Transmission & Distribution,"Multi-States (Jammu and Kashmir, Ladakh)",UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-domingarh-gorakhpur-gorakhpur_-uttar prad-north_eastern_railwa,09/2025,02/2025,-7,0,0,0,expenditure_ge_sanctioned,2025-10,Railways,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-602525,04/2020,12/2026,80,1,1,1,expenditure_ge_sanctioned,2026-07,Electricity Generation,Jammu and Kashmir,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705237,03/2022,12/2025,45,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618423,08/2025,03/2026,7,1,1,0,progress_100,2026-07,,Nagaland,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618240,03/2024,08/2026,29,1,1,1,progress_100,2026-07,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PC-701396,12/2019,06/2026,78,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-705481,12/2025,12/2027,24,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Madhya Pradesh, Rajasthan)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-establishment_of_khavda_poolin-gujarat-power_grid_corporati,12/2025,12/2024,-12,0,0,0,expenditure_ge_sanctioned,2025-11,Transmission & Distribution,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-705358,12/2026,12/2026,0,0,0,0,expenditure_ge_sanctioned,2026-07,,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PC-617924,04/2025,03/2026,11,1,1,0,progress_100,2026-05,,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-618600,07/2024,08/2026,25,1,1,1,progress_100,2026-07,,Kerala,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-400301,02/2017,09/2026,115,1,1,1,expenditure_ge_sanctioned,2026-07,Energy Storage,Tamil Nadu,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400019,12/2026,09/2027,9,1,1,0,expenditure_ge_sanctioned,2026-06,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PN-transmission_network_expansion-multi-stat-power_grid_corporati,05/2026,06/2023,-35,0,0,0,expenditure_ge_sanctioned,2026-05,Transmission & Distribution,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400369,03/2024,03/2027,36,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Madhya Pradesh, Uttar Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-701410,06/2021,06/2026,60,1,1,1,expenditure_ge_sanctioned,2026-07,,Punjab,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618852,06/2024,08/2026,26,1,1,1,progress_100,2026-07,,Himachal Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-612259,10/2024,07/2026,21,1,1,1,expenditure_ge_sanctioned,2026-07,Healthcare,Uttarakhand,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705633,12/2025,12/2026,12,1,1,0,expenditure_ge_sanctioned,2026-06,Railways,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-619301,05/2021,08/2026,63,1,1,1,expenditure_ge_sanctioned,2026-07,Roads & Highways,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-617915,09/2025,07/2026,10,1,1,0,progress_100,2026-06,,Madhya Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PC-705392,03/2025,12/2029,57,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,"Multi-States (Assam, Nagaland)",UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618460,11/2023,04/2026,29,1,1,1,progress_100,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-619067,05/2019,06/2026,85,1,1,1,progress_100,2026-05,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PC-618164,06/2026,08/2026,2,0,0,0,progress_100,2026-07,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PC-617968,02/2020,03/2024,49,1,1,1,expenditure_ge_sanctioned,2026-07,,Uttarakhand,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-widening_&_strengthening_of_ex-telangana-morth,06/2020,06/2020,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Telangana,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-619120,06/2022,09/2026,51,1,1,1,expenditure_ge_sanctioned,2026-07,,Karnataka,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PC-618704,01/2027,08/2026,-5,0,0,0,progress_100,2026-07,,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-618935,06/2025,05/2026,11,1,1,0,progress_100,2026-05,,"Multi-States (Haryana, Punjab)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705616,10/2024,03/2026,17,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Chhattisgarh, Odisha)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-602096,09/2010,03/2027,198,1,1,1,expenditure_ge_sanctioned,2026-07,Electricity Generation,"Multi-States (Assam, Arunachal Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-6l_of_chiloda-naroda_section_f-gujarat-nhai,05/2019,05/2019,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-619215,09/2020,09/2026,72,1,1,1,expenditure_ge_sanctioned,2026-07,,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PC-618174,10/2026,10/2026,0,0,0,0,progress_100,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-611917,03/2025,12/2026,21,1,1,1,expenditure_ge_sanctioned,2026-07,,Haryana,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618902,12/2021,09/2026,57,1,1,1,expenditure_ge_sanctioned,2026-07,,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705458,12/2026,12/2026,0,0,0,0,expenditure_ge_sanctioned,2026-07,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-617887,10/2023,07/2026,33,1,1,1,progress_100,2026-06,,Rajasthan,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705668,03/2025,06/2026,15,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Jharkhand, West Bengal)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-619146,09/2019,07/2026,82,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-705498,12/2026,12/2026,0,0,0,0,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PN-construction_of_100_bedded_esi-jammu and -employee's_state_ins,12/2025,09/2024,-15,0,0,0,expenditure_ge_sanctioned,2025-12,Healthcare,Jammu and Kashmir,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-702735,03/2023,05/2026,38,1,1,1,progress_100,2026-03,,Haryana,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618834,09/2023,04/2025,19,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-05,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PC-709747,12/2025,12/2025,0,0,0,0,expenditure_ge_sanctioned,2026-07,Electricity Generation,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-400101,12/2019,03/2027,87,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-618236,05/2018,11/2023,66,1,1,1,progress_100,2026-07,,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-619320,11/2013,06/2026,151,1,1,1,progress_100,2026-05,Roads & Highways,Bihar,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PN-vijapur_ambliyasan_gauge_conve-gujarat-western_railway_(wr),10/2025,05/2026,7,1,1,0,expenditure_ge_sanctioned,2025-10,Railways,Gujarat,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-705730,12/2026,12/2029,36,1,1,1,expenditure_ge_sanctioned,2026-06,,West Bengal,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-702958,03/2023,08/2026,41,1,1,1,expenditure_ge_sanctioned,2026-07,Waste & Water,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-611937,05/2026,12/2025,-5,0,0,0,expenditure_ge_sanctioned,2025-11,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-619202,09/2022,08/2026,47,1,1,1,expenditure_ge_sanctioned,2026-07,,Delhi,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-602223,12/2018,03/2027,99,1,1,1,expenditure_ge_sanctioned,2026-07,Transmission & Distribution,"Multi-States (Sikkim, Arunachal Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-transmission_system_strengthen-delhi-power_grid_corporati,11/2025,09/2023,-26,0,0,0,expenditure_ge_sanctioned,2025-11,Transmission & Distribution,Delhi,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705566,02/2025,09/2025,7,1,1,0,expenditure_ge_sanctioned,2025-09,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-618023,04/2025,03/2026,11,1,1,0,progress_100,2026-06,,Punjab,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705567,03/2025,05/2026,14,1,1,1,progress_100,2026-07,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PC-705660,12/2025,12/2025,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Madhya Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC-705526,03/2025,10/2025,7,1,1,0,expenditure_ge_sanctioned,2026-07,Railways,Bihar,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-618825,12/2021,09/2026,57,1,1,1,expenditure_ge_sanctioned,2026-07,,West Bengal,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400261,03/2023,04/2027,49,1,1,1,expenditure_ge_sanctioned,2026-07,Electricity Generation,Jharkhand,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617934,09/2019,08/2026,83,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-705253,12/2020,12/2026,72,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-612178,06/2025,03/2026,9,1,1,0,progress_100,2026-03,Healthcare,Tamil Nadu,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618501,01/2024,06/2026,29,1,1,1,progress_100,2026-05,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PN-vadodara_mumbai_expressway_gan-gujarat-nhai,11/2023,11/2023,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"PN-phephna-indara,_mau-shahganj_d-uttar prad-rvnl_-_i",12/2025,12/2024,-12,0,0,0,expenditure_ge_sanctioned,2025-12,Railways,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PN-vadodara_mumbai_expressway_ena-gujarat-nhai,12/2023,12/2023,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618579,07/2021,08/2026,61,1,1,1,progress_100,2026-07,Roads & Highways,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-618755,03/2026,06/2026,3,0,0,0,progress_100,2026-05,,"Multi-States (Rajasthan, Uttar Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-705453,02/2027,02/2027,0,0,0,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Gujarat, Madhya Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-619003,05/2021,11/2026,66,1,1,1,expenditure_ge_sanctioned,2026-07,,Himachal Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-4l_kodinar_-_veraval_package_v-gujarat-nhai,09/2023,09/2023,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Gujarat,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-612851,09/2025,01/2026,4,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-07,Education,Delhi,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
PC-705375,02/2025,02/2026,12,1,1,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Bihar, Jharkhand)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-701372,12/2019,03/2026,75,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Gujarat,UNKNOWN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
