project_id,sanctioned_cost,final_cost,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,completion_reason,completion_date
PN-upgradatiobn_and_rehabilitatio-maharashtr-morth,224.44,268.45,0.19608804134735336,1,1,0,expenditure_ge_sanctioned,2026-07
PC-707050,325.0,936.64,1.8819692307692306,1,1,1,expenditure_ge_sanctioned,2026-07
PC-707049,325.0,467.34,0.43796923076923067,1,1,1,expenditure_ge_sanctioned,2026-07
PC-707039,250.0,667.21,1.6688400000000003,1,1,1,expenditure_ge_sanctioned,2026-07
PC-707021,250.0,271.0,0.08400000000000007,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705526,519.0,746.81,0.43894026974951816,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705527,1216.0,1460.42,0.20100328947368418,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705562,963.0,1000.05,0.03847352024922124,0,0,0,expenditure_ge_sanctioned,2026-07
PC-705567,1016.0,777.21,-0.23502952755905504,0,0,0,progress_100,2026-07
PC-705588,722.0,1216.52,0.6849307479224376,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705610,302.0,421.36,0.39523178807947024,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705616,2140.0,2540.98,0.187373831775701,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705629,2400.0,2886.02,0.2025083333333333,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705632,647.0,705.66,0.0906646058732612,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705635,1432.0,3258.97,1.275817039106145,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705510,1284.0,1395.78,0.08705607476635513,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705659,500.0,618.19,0.23638000000000003,1,1,1,expenditure_ge_sanctioned,2026-07
