project_id,observation_count,reporting_month,project_name,agency,project_code,ministry,sector,state,approval_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,source_file,source_page,extraction_timestamp,historical_obs_count,avg_progress_historical,progress_trend,cost_increase_rate,target_next_progress,target_next_expenditure,target_progress_change
705608,13,2025-11,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,North Central Railway,705608,,,"Multi-States (Madhya Pradesh, Uttar Pradesh)",03/2018,03/2026,03/2026,4330.0,4330.0,2456.1,62.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.411867,4,57.0,7.0,0.0,62.0,2388.71,0.0
705613,12,2025-11,Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km],South Central Railway [SCR] - II,705613,,,"Multi-States (Maharashtra, Telangana)",09/2016,01/2025,11/2025,2595.0,3071.0,3409.31,94.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.412040,4,93.25,2.0,0.0,94.0,3580.19,0.0
705629,13,2025-11,Narayangarh-Bhadrak 3rd line,South Eastern Railway [SER] - I,705629,,,"Multi-States (Odisha, West Bengal)",03/2019,12/2025,06/2026,2400.0,3425.32,2344.37,66.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.412191,4,65.25,1.0,0.0,66.0,2404.72,0.0
400223,13,2025-11,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,Ministry of Railways,400223,,,"Multi-States (Puducherry, Tamil Nadu)",07/2008,03/2027,03/2028,713.0,981.0,598.38,80.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.412341,4,80.0,0.0,0.0,80.0,633.24,0.0
602797,13,2025-11,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project",Eastern Railway [ER] - I,602797,,,"Multi-States (Uttar Pradesh, West Bengal)",08/2017,03/2027,03/2027,461.64,461.64,193.39,8.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.412685,4,7.25,2.0,0.0,9.0,197.33,1.0
400045,13,2025-11,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,East Coast Railway [ECoR] - II,400045,,,Odisha,08/2022,03/2025,01/2025,168.32,168.32,69.85,82.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.412851,4,82.0,0.0,0.0,82.0,69.85,0.0
400232,13,2025-11,Brundamal-Jharsuguda- flyover connection for joining downline,East Coast Railway [ECoR] - II,400232,,,Odisha,01/2014,12/2026,12/2026,297.0,297.0,209.57,45.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413001,4,30.0,0.0,0.0,46.0,215.87,1.0
612834,13,2025-11,3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR],East Coast Railway [ECoR] - II,612834,,,Odisha,04/2023,12/2025,,252.0,252.0,91.45,65.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413157,4,45.75,3.0,0.0,68.0,97.64,3.0
616586,13,2025-11,Bangriposi-Gorumahisani new line [ 85.60 km ],CAO/C/SER,616586,,,Odisha,08/2024,12/2029,,2269.49,2269.49,4.08,0.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413300,3,0.0,0.0,0.0,0.0,4.12,0.0
616587,12,2025-11,Badampahar-Kendujhargarh new line [82.06 km],CAO/C/SER,616587,,,Odisha,08/2024,12/2029,,1875.72,1875.72,1.04,0.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413441,3,0.0,0.0,0.0,0.0,1.13,0.0
616695,13,2025-11,Paradeep - Badabandha 3rd & 4th Line / 18.51kms,East Coast Railway [ECoR] - II,616695,,,Odisha,08/2023,11/2028,,300.15,300.15,0.0,0.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413593,4,0.0,0.0,0.0,5.0,0.1,5.0
705358,13,2025-11,Khurda-Bolangir New Broad Gauge Rail Link [301km],East Coast Railway [ECoR] - II,705358,,,Odisha,03/1994,12/2026,12/2026,3792.0,5089.0,5194.05,89.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413749,4,89.0,0.0,0.0,90.0,5315.25,1.0
705359,13,2025-11,Talcher-Bimlagarh New Railway Line,East Coast Railway [ECoR] - II,705359,,,Odisha,03/2004,03/2025,03/2027,1928.0,1928.0,1972.31,49.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.413896,4,47.75,1.0,0.0,50.0,1995.82,1.0
705510,13,2025-11,Bhadrak-Nergundi Third Line,East Coast Railway [ECoR] - II,705510,,,Odisha,10/2015,11/2024,01/2026,1284.0,1284.0,1298.0,80.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.414107,4,80.0,0.0,0.0,91.0,1323.62,11.0
705513,13,2025-11,Koraput - Singapur Railway Doubling,East Coast Railway [ECoR] - II,705513,,,Odisha,12/2015,12/2027,03/2028,2362.0,2362.0,1834.53,70.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.414257,4,68.5,2.0,0.0,71.0,1856.42,1.0
705514,13,2025-11,Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line,East Coast Railway [ECoR] - II,705514,,,Odisha,11/2015,11/2018,03/2026,1000.0,810.02,421.59,58.0,FlashReport_November_2025_page67_table1.csv,67,2026-08-28T21:13:53.414414,4,41.75,22.0,0.0,58.0,428.84,0.0
705515,12,2025-11,3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.,East Coast Railway [ECoR] - II,705515,,,Odisha,07/2013,03/2026,03/2026,1173.0,2092.0,1971.0,80.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416289,3,80.0,0.0,0.0,85.0,2063.93,5.0
705741,12,2025-11,Jeypore-Navarangpur New Rail Line Project,East Coast Railway [ECoR] - II,705741,,,Odisha,07/2017,07/2028,12/2029,748.0,748.0,12.76,1.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416392,3,1.0,0.0,0.0,1.0,13.16,0.0
705742,11,2025-11,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,705742,,,Odisha,02/2018,07/2033,07/2033,2344.0,2344.0,490.13,20.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416473,2,8.0,0,0.0,20.0,491.99,0.0
706898,11,2025-11,Khurda Road - Balangir Electrification of Railway Track Project,Ministry of Railways,706898,,,Odisha,09/2018,03/2021,,267.61,267.61,0.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416556,3,0.0,0.0,0.0,0.0,0.0,0.0
709811,10,2025-11,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,709811,,,Odisha,09/2022,09/2027,09/2027,190.0,189.93,0.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416635,2,0.0,0.0,0.0,0.0,0.0,0.0
705362,12,2025-11,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",East Central Railway [ECR] - I,705362,,,Offshore,08/2015,03/2022,03/2026,819.0,819.0,580.51,75.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416713,4,75.0,0.0,0.0,75.0,580.51,0.0
705298,13,2025-11,North Region Video Surveillance Project,RCIL,705298,,,Delhi,06/2020,03/2024,,274.39,274.39,0.0,0.0,FlashReport_November_2025_page62_table1.csv,62,2026-08-28T21:13:53.379120,4,0.0,0.0,0.0,48.0,0.0,48.0
705783,13,2025-11,Ludhiana- Killa Raipur Railway Doubling Project,Railway,705783,,,Punjab,03/2019,03/2025,03/2026,237.64,238.0,134.48,50.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.416786,4,52.5,-5.0,0.0015148964820737825,56.0,135.92,6.0
611929,13,2025-11,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,WPO/Patna,611929,,,Rajasthan,09/2022,12/2024,,166.86,166.86,0.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417066,4,0.0,0.0,0.0,0.0,0.0,0.0
616841,13,2025-11,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],616841,,,Rajasthan,02/2024,12/2026,,799.64,799.64,14.64,4.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417140,4,3.75,1.0,0.0,6.0,75.45,2.0
616843,13,2025-11,AJMER- CHANDERIYA DOUBLING,North Western Railway [NWR],616843,,,Rajasthan,02/2024,06/2027,,1634.79,1634.79,140.65,7.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417211,4,6.0,2.0,0.0,9.0,203.52,2.0
617403,12,2025-11,SADULPUR - CHURU DOUBLING PROJECT,North Western Railway [NWR],617403,,,Rajasthan,01/2024,06/2026,,468.64,468.64,128.6,52.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417281,2,50.0,0,0.0,55.0,136.58,3.0
617404,12,2025-11,POKHRAN - RAMDEVRA New Line,North Western Railway [NWR],617404,,,Rajasthan,04/2025,03/2028,,189.21,189.21,0.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417351,2,0.0,0,0.0,0.0,0.0,0.0
617408,11,2025-11,NATHDWARA- NATHDWARA TOWN NL,North Western Railway [NWR],617408,,,Rajasthan,03/2019,03/2027,,166.33,166.33,83.34,2.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417422,2,1.0,0,0.0,5.0,89.62,3.0
705482,12,2025-11,Dholpur - Sirmuttra Gauge Conversion,North Central Railway,705482,,,Rajasthan,03/2022,02/2019,02/2027,747.0,747.0,431.82,44.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417494,4,42.25,5.0,0.0,45.0,436.56,1.0
705752,13,2025-11,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],705752,,,Rajasthan,04/2019,11/2026,11/2026,819.48,967.06,393.06,99.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417568,4,98.5,1.0,0.0,99.0,393.8,0.0
705912,12,2025-11,Sawai Madhopur-Jaipur Railway Line Project,North Western Railway [NWR],705912,,,Rajasthan,02/2024,03/2027,,1203.89,1203.89,109.85,13.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417640,4,8.75,3.0,0.0,13.0,137.81,0.0
705919,13,2025-11,Agra Fort-Bandikui Doubling Line Project,CAO/C/NCR,705919,,,Rajasthan,06/2022,06/2027,06/2027,1390.0,1390.0,123.0,25.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417716,4,25.0,0.0,0.0,57.0,362.92,32.0
706866,13,2025-11,Sawaimadhopur Bye Pass Line Project,North Western Railway [NWR],706866,,,Rajasthan,12/2022,03/2026,05/2027,304.0,304.0,53.0,46.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417789,4,42.25,10.0,0.0,65.0,60.48,19.0
400280,13,2025-11,Ph II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,,,Tamil Nadu,11/2007,07/2025,09/2025,734.0,734.01,475.73,99.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417869,4,99.0,0.0,0.0,99.0,479.19,0.0
613002,13,2025-11,Redevelopment of Chennai Egmore Station,Ministry of Railways,613002,,,Tamil Nadu,05/2022,03/2026,,842.0,842.0,340.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.417942,4,0.0,0.0,0.0,0.0,340.0,0.0
705244,13,2025-11,Coach Production Factory Upgradation Project,CPM/ICF,705244,,,Tamil Nadu,12/2017,12/2021,,520.0,520.0,192.25,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418012,4,0.0,0.0,0.0,0.0,192.25,0.0
616856,12,2025-11,Doubling between Bhadrachalam Road and Dornakal,South Central Railway [SCR] - II,616856,,,Telangana,08/2023,04/2029,,770.12,770.12,16.34,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418088,3,0.0,0.0,0.0,0.0,48.35,0.0
617409,12,2025-11,Railway Manufacturing Unit,South Central Railway [SCR] - II,617409,,,Telangana,07/2016,12/2026,,521.36,521.36,420.0,58.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418160,2,58.0,0,0.0,80.0,439.95,22.0
705252,11,2025-11,Kazipet Wagon Overhauling Project,RVNL,705252,,,Telangana,09/2017,12/2023,,385.0,385.0,0.0,0.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418229,3,0.0,0.0,0.0,0.0,0.0,0.0
705437,12,2025-11,Manoharabad-Kothapalli New Rail Line [151 km],South Central Railway [SCR] - II,705437,,,Telangana,07/2016,03/2027,12/2027,1160.0,2781.0,2116.77,71.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418304,4,71.0,0.0,0.0,71.0,2332.39,0.0
400204,13,2025-11,Bahraich-Shravasti-Balrampur-Siddharthnagar -Santkabir nagar,North Eastern Railway [NER],400204,,,Uttar Pradesh,10/2018,10/2030,10/2030,4939.78,4939.78,1253.71,8.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418378,4,8.0,0.0,0.0,8.0,1263.98,0.0
400205,13,2025-11,Sahjanwa-Dohrighat,North Eastern Railway [NER],400205,,,Uttar Pradesh,08/2019,03/2029,03/2029,1319.75,1319.75,485.96,3.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418448,4,3.0,0.0,0.0,3.0,511.08,0.0
617252,13,2025-11,Anandnagar - Ghugli via Maharajganj New line 52.7 km,Construction NER,617252,,,Uttar Pradesh,10/2023,03/2028,,958.27,958.27,454.36,23.0,FlashReport_November_2025_page68_table1.csv,68,2026-08-28T21:13:53.418523,4,23.0,0.0,0.0,23.0,455.29,0.0
617284,12,2025-11,Chunar-Chopan doubling project,North Central Railway,617284,,,Uttar Pradesh,08/2023,03/2028,,1423.96,1423.96,58.77,5.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.420703,4,2.5,2.0,0.0,8.0,64.45,3.0
617333,12,2025-11,Surface triangle line bet. Bhadura stn and new crossing stn Karma,East Central Railway [ECR] - I,617333,,,Uttar Pradesh,10/2022,02/2027,,199.96,199.96,0.0,0.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.420874,2,0.0,0,0.0,0.0,1.05,0.0
617370,12,2025-11,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,M/S SRC company Infra Private Limited,617370,,,Uttar Pradesh,03/2023,01/2027,,180.66,180.66,4.0,12.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421019,2,11.0,0,0.0,13.0,4.0,1.0
705567,13,2025-11,Burhwal Gonda 3rd line,North Eastern Railway [NER],705567,,,Uttar Pradesh,11/2017,03/2025,01/2026,1016.0,1118.0,1435.86,88.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421124,4,76.0,18.0,0.0,88.0,1461.48,0.0
705588,13,2025-11,Janghai-Pratapgarh- Amethi,CAO/C/II/NR,705588,,,Uttar Pradesh,11/2017,03/2025,03/2026,722.0,1194.0,1567.0,70.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421197,4,70.0,0.0,0.0,70.0,1601.0,0.0
705766,13,2025-11,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,,,Uttar Pradesh,03/2017,12/2024,01/2026,304.44,356.0,234.88,80.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421276,4,72.5,13.0,0.0,80.0,241.27,0.0
705771,11,2025-11,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,North Central Railway,705771,,,Uttar Pradesh,04/2019,03/2026,03/2026,494.0,494.0,333.0,70.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421355,3,70.0,0.0,0.0,67.0,371.2,-3.0
705772,13,2025-11,"Mughalsarai-Allahabad, 3rd line",North Central Railway,705772,,,Uttar Pradesh,12/2015,12/2026,03/2027,2649.0,2649.44,1688.13,65.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421428,4,62.0,0.0,0.00016610041525105872,66.0,1728.5,1.0
705774,13,2025-11,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,CAO/C/NCR,705774,,,Uttar Pradesh,04/2019,01/2025,03/2027,758.0,779.49,412.67,73.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421504,4,58.5,14.0,0.0,73.0,421.6,0.0
705777,13,2025-11,Bhandai - Flyover for Etawah bound down train- 10 Km,North Central Railway (NCR) - II,705777,,,Uttar Pradesh,07/2020,02/2026,02/2027,250.18,250.18,115.68,8.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421587,4,7.25,-7.0,0.0,8.0,115.69,0.0
705780,13,2025-11,Bhatni-Aurnihar with electrification excluding Indara-Mau,RVNL - I,705780,,,Uttar Pradesh,03/2018,12/2024,12/2025,2529.0,2529.46,2051.69,94.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421739,4,94.0,0.0,0.0,94.0,2080.41,0.0
705782,13,2025-11,Barabanki-Malhaur 3rd & 4th Railway Line Project,CAO/C/NR,705782,,,Uttar Pradesh,01/2019,03/2025,03/2026,407.0,407.0,317.0,75.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.421857,4,75.0,0.0,0.0,75.0,317.0,0.0
705429,12,2025-11,Rishikesh-Karnaprayag New Rail Line- 125 km,RVNL - I,705429,,,Uttarakhand,11/2016,12/2025,03/2027,38953.0,38953.0,24645.15,65.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422083,4,65.0,0.0,0.0,72.0,26840.95,7.0
400247,13,2025-11,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,Eastern Railway [ER] - I,400247,,,West Bengal,07/2015,02/2027,02/2027,1000.0,1000.0,1053.99,69.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422238,4,67.5,2.0,0.0,69.0,1054.94,0.0
400273,13,2025-11,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,,,West Bengal,03/2001,03/2019,02/2026,1189.0,1542.0,1330.49,91.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422389,4,90.5,1.0,0.0,92.0,1338.36,1.0
400277,12,2025-11,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,,,West Bengal,03/2010,12/2025,03/2026,8964.0,8964.0,8316.32,81.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422523,4,80.25,1.0,0.0,85.0,8428.89,4.0
612096,13,2025-11,Construction of Balurghat-Hilli new BG Line,Northeast Frontier Railway [NFR],612096,,,West Bengal,12/2010,03/2027,03/2027,1209.0,1181.57,405.31,9.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422685,4,9.0,0.0,0.0,12.0,428.37,3.0
617345,11,2025-11,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,South Eastern Railway - JH,617345,,,West Bengal,03/2024,10/2026,,226.87,226.87,21.22,20.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422845,2,5.0,0,0.0,36.0,33.7,16.0
705730,12,2025-11,Joka-BBD Bag new metro project,RVNL - II,705730,,,West Bengal,03/2010,12/2026,12/2029,4835.0,10362.0,4672.28,51.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.422982,4,59.25,0.0,0.0,51.0,4740.17,0.0
706776,12,2025-11,Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km],"Metro Railway, Kolkata",706776,,,West Bengal,11/2010,08/2026,03/2029,4830.0,4830.0,2764.13,32.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.423131,4,32.0,0.0,0.0,32.0,2764.13,0.0
706777,12,2025-11,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,RVNL - II,706777,,,West Bengal,03/2010,12/2026,12/2025,2298.0,2734.0,393.01,17.0,FlashReport_November_2025_page69_table1.csv,69,2026-08-28T21:13:53.423283,4,17.0,0.0,0.0,17.0,393.01,0.0
701350,16,2025-11,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,Ministry of Petroleum & Natural Gas,701350,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,06/2021,12/2024,12/2025,860.0,860.0,636.92,99.0,FlashReport_November_2025_page39_table1.csv,39,2026-08-28T21:13:53.219919,8,98.25,1.0,0.0,99.0,636.92,0.0
701350,16,2025-11,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,Ministry of Petroleum & Natural Gas,701350,,,"Multi-States (Assam, West Bengal)",06/2021,12/2024,12/2025,860.0,860.0,636.92,99.0,FlashReport_November_2025_page57_table1.csv,57,2026-08-28T21:13:53.346367,8,98.25,1.0,0.0,99.0,636.92,0.0
612063,5,2025-11,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion, and associated works at Prayagraj Airport- On Design & Build Basis.",Airport Authority of India [AAI],612063,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Uttar Pradesh,08/2023,11/2024,10/2025,219.18,274.38,215.51,100.0,FlashReport_November_2025_page42_table1.csv,42,2026-08-28T21:13:53.232186,4,99.25,3.0,0.0,,,
400145,5,2025-11,CHHAL OC SEAM III [6 MTY],South Eastern Coalfields Limited [SECL],400145,Ministry of Coal,Coal,Chhattisgarh,12/2013,03/2022,12/2025,610.63,610.63,580.56,85.0,FlashReport_November_2025_page43_table1.csv,43,2026-08-28T21:13:53.234975,4,85.0,0.0,0.0,,,
400152,8,2025-11,RAMPUR BATURA OCP [4.0MTY],South Eastern Coalfields Limited [SECL],400152,,,Madhya Pradesh,07/2019,03/2026,,1248.93,1248.93,498.36,44.0,FlashReport_November_2025_page44_table1.csv,44,2026-08-28T21:13:53.243231,4,44.0,0.0,0.0,44.0,498.6,0.0
400313,9,2025-11,Master Plan for Jharia and Raniganj Coalfields,Bharat Coking Coal Limited [BCCL],400313,,,"Multi-States (Jharkhand, West Bengal)",08/2009,08/2019,12/2028,2661.73,2661.73,792.45,43.0,FlashReport_November_2025_page45_table1.csv,45,2026-08-28T21:13:53.253037,4,43.0,0.0,0.0,43.0,792.93,0.0
615859,5,2025-11,Kakathiya Khani Opencast - III Project Phase - I,Singareni Collieries Company Limited [SCCL],615859,,,Telangana,03/2017,03/2026,,413.84,413.84,397.55,79.0,FlashReport_November_2025_page46_table1.csv,46,2026-08-28T21:13:53.256799,4,79.0,0.0,0.0,,,
615864,5,2025-11,Ramagundam OC-II Extension Project,Singareni Collieries Company Limited [SCCL],615864,,,Telangana,11/2015,03/2026,,489.62,489.62,405.54,77.0,FlashReport_November_2025_page46_table1.csv,46,2026-08-28T21:13:53.257713,4,77.0,0.0,0.0,,,
602633,8,2025-11,382 MW Sunni Dam HEP,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602633,Railways,Electricity Generation,Himachal Pradesh,04/2018,03/2027,,2615.0,2615.0,495.57,0.5,FlashReport_November_2025_page47_table1.csv,47,2026-08-28T21:13:53.265459,4,0.5,0.0,0.0,0.5,495.57,0.0
709748,5,2025-11,BIKANER SOLAR POWER PROJECT,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,709748,Railways,Electricity Generation,Rajasthan,10/2021,04/2024,12/2025,5491.89,5491.89,5376.34,92.0,FlashReport_November_2025_page47_table1.csv,47,2026-08-28T21:13:53.268967,4,85.0,6.0,0.0,,,
602194,5,2025-11,Khurja super Thermal Power Plant [2X660 MW],THDC India Limited,602194,Railways,Electricity Generation,Uttar Pradesh,03/2019,02/2024,09/2025,11089.42,13276.2,12951.99,100.0,FlashReport_November_2025_page47_table1.csv,47,2026-08-28T21:13:53.269553,4,98.25,4.0,0.0,,,
602193,8,2025-11,Tehri Pumped Storage Plant Project [4x250 MW],THDC India Limited,602193,,,Uttarakhand,07/2006,06/2022,01/2026,4825.6,8339.0,8169.51,98.0,FlashReport_November_2025_page48_table1.csv,48,2026-08-28T21:13:53.272303,4,98.0,0.0,0.0,98.0,8169.51,0.0
612856,8,2025-11,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation,Power Grid Corporation of India Limited [POWERGRID],612856,Transmission & Distribution,,Andhra Pradesh,05/2023,09/2025,01/2026,163.61,163.61,88.34,82.0,FlashReport_November_2025_page48_table1.csv,48,2026-08-28T21:13:53.273277,4,49.75,23.0,0.0,82.0,111.04,0.0
611657,6,2025-11,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C,Power Grid Corporation of India Limited [POWERGRID],611657,Transmission & Distribution,,Gujarat,03/2023,03/2025,12/2025,2820.99,2820.99,2783.19,95.0,FlashReport_November_2025_page48_table1.csv,48,2026-08-28T21:13:53.273801,4,87.75,9.0,0.0,98.0,2783.19,3.0
612151,9,2025-11,Transmission System for Evacuation of Power from potential Renewable Energy zone in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,Power Grid Corporation of India Limited [POWERGRID],612151,Transmission & Distribution,,Gujarat,07/2023,07/2025,03/2026,334.0,334.0,207.08,78.0,FlashReport_November_2025_page48_table1.csv,48,2026-08-28T21:13:53.274148,4,30.25,14.0,0.0,78.0,236.17,0.0
611659,5,2025-11,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,Power Grid Corporation of India Limited [POWERGRID],611659,,,Rajasthan,03/2023,09/2024,12/2025,1433.28,1433.0,1418.67,98.0,FlashReport_November_2025_page50_table1.csv,50,2026-08-28T21:13:53.294830,4,95.75,5.0,0.0,,,
611950,7,2025-11,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Power Grid Corporation of India Limited [POWERGRID],611950,,,Rajasthan,09/2023,04/2025,12/2025,2190.54,2190.54,2000.84,96.0,FlashReport_November_2025_page50_table1.csv,50,2026-08-28T21:13:53.297113,4,85.0,14.0,0.0,98.0,2079.44,2.0
611951,9,2025-11,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Power Grid Corporation of India Limited [POWERGRID],611951,,,Rajasthan,12/2021,02/2025,12/2025,688.74,688.74,668.0,98.0,FlashReport_November_2025_page50_table1.csv,50,2026-08-28T21:13:53.297700,4,95.75,4.0,0.0,99.0,685.29,1.0
702631,6,2025-11,"Ahmedabad Metro Rail Project, Phase-II",Gujarat Metro Rail Corporation Limited [GMRCL],702631,Ministry of Housing & Urban Affairs,Urban Public Transport,Gujarat,03/2019,03/2024,12/2025,5384.17,5384.17,4332.87,93.0,FlashReport_November_2025_page51_table1.csv,51,2026-08-28T21:13:53.305041,2,87.5,1.0,0.0,97.0,4816.5,4.0
