project_id,observation_count,reporting_month,project_name,agency,project_code,ministry,sector,state,approval_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,source_file,source_page,extraction_timestamp,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,delay_months,delay_gt_3_months,delay_gt_6_months,delay_gt_12_months,future_3m_cost_revision,future_6m_cost_revision,future_3m_progress_stall,future_6m_progress_stall
617891,6,2026-01,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000 to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .",MoRTH,617891,,,Rajasthan,03/2022,08/2024,01/2026,186.29,186.29,66.7,100.0,FlashReport_January_2026_page121_table1.csv,121,2026-08-28T21:13:50.102001,-0.6419560899672554,0,0,0,17,1,1,1,0,0,1,1
618118,6,2026-02,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch. 000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH-248A on EPC mode in the State of Rajasthan.,MoRTH N24001867,618118,,,Rajasthan,03/2022,07/2024,01/2026,174.34,174.34,63.55,100.0,FlashReport_February_2026_page149_table1.csv,149,2026-08-28T21:13:49.494272,-0.6354823907307561,0,0,0,18,1,1,1,0,0,1,1
618611,7,2026-02,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,National Highways Authority of India [NHAI] -,618611,,,Rajasthan,02/2019,06/2023,,520.63,548.42,412.82,100.0,FlashReport_February_2026_page149_table1.csv,149,2026-08-28T21:13:49.494869,-0.20707604248698697,0,0,0,0,0,0,0,0,0,1,1
618612,8,2025-12,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,National Highways Authority of India [NHAI],618612,,,Rajasthan,10/2019,08/2023,12/2024,846.59,740.62,666.43,100.0,FlashReport_December_2025_page98_table1.csv,98,2026-08-28T21:13:49.211514,-0.21280667147025134,0,0,0,16,1,1,1,0,0,1,1
618613,8,2025-12,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,National Highways Authority of India [NHAI],618613,,,Rajasthan,10/2019,07/2023,12/2024,662.08,597.77,503.05,100.0,FlashReport_December_2025_page98_table1.csv,98,2026-08-28T21:13:49.211655,-0.24019755920734653,0,0,0,17,1,1,1,0,0,1,1
618796,8,2025-12,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to Pakisthan Border NH-968 Pkg-BM/5,National Highways Authority of India [NHAI],618796,,,Rajasthan,02/2018,04/2021,,828.58,830.37,226.86,100.0,FlashReport_December_2025_page98_table1.csv,98,2026-08-28T21:13:49.211814,-0.7262062806246832,0,0,0,0,0,0,0,0,0,1,1
618838,8,2026-06,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,NHAI -) (-,618838,,,Rajasthan,11/2021,08/2024,07/2026,736.75,512.77,470.4,100.0,FlashReport_June_2026_page142_table0.csv,142,2026-08-28T21:13:51.533409,-0.361520190023753,0,0,0,23,1,1,1,0,0,1,1
619063,5,2026-01,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,National Highways Authority of India [NHAI],619063,,,Rajasthan,03/2022,11/2024,,1636.15,2170.39,1204.74,100.0,FlashReport_January_2026_page122_table1.csv,122,2026-08-28T21:13:50.107424,-0.26367386853283625,0,0,0,0,0,0,0,0,0,1,1
618428,13,2026-05,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,NHIDCL -) (-,618428,,,Sikkim,01/2021,04/2023,05/2026,264.84,380.94,61.27,100.0,FlashReport_May2026_page144_table0.csv,144,2026-08-28T21:13:52.814458,-0.7686527714846699,0,0,0,37,1,1,1,0,0,1,1
618562,5,2026-02,Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00,National Highways Authority of India [NHAI] -,618562,,,Tamil Nadu,07/2006,01/2009,,579.0,295.5,1.4,100.0,FlashReport_February_2026_page150_table1.csv,150,2026-08-28T21:13:49.502725,-0.9975820379965458,0,0,0,0,0,0,0,0,0,1,1
618743,5,2026-02,Trichy 135.800 to Karur 218.000 section of NH-67 - Trichy Bypass,National Highways Authority of India [NHAI] -,618743,,,Tamil Nadu,07/2007,10/2024,,876.88,360.88,66.59,100.0,FlashReport_February_2026_page150_table1.csv,150,2026-08-28T21:13:49.503370,-0.924060304716723,0,0,0,0,0,0,0,0,0,1,1
618773,5,2026-02,Tuticorin - Tirunelveli from km. 0.00 to km. 47.250,National Highways Authority of India [NHAI] -,618773,,,Tamil Nadu,04/2010,04/2012,,449.85,452.48,1.17,100.0,FlashReport_February_2026_page151_table1.csv,151,2026-08-28T21:13:49.506111,-0.9973991330443481,0,0,0,0,0,0,0,0,0,1,1
618874,5,2026-02,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH-45,National Highways Authority of India [NHAI] -,618874,,,Tamil Nadu,01/2008,07/2010,,1003.11,435.81,0.83,100.0,FlashReport_February_2026_page151_table1.csv,151,2026-08-28T21:13:49.506679,-0.9991725732970462,0,0,0,0,0,0,0,0,0,1,1
618897,6,2025-12,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II,National Highways Authority of India [NHAI],618897,,,Tamil Nadu,08/2018,08/2020,06/2024,2356.19,2356.9,1011.27,100.0,FlashReport_December_2025_page99_table1.csv,99,2026-08-28T21:13:49.218296,-0.5708028639456071,0,0,0,46,1,1,1,0,0,1,1
618899,7,2026-02,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,National Highways Authority of India [NHAI] -,618899,,,Tamil Nadu,02/2018,04/2021,,1499.12,1499.12,271.34,100.0,FlashReport_February_2026_page151_table1.csv,151,2026-08-28T21:13:49.507137,-0.8190004802817653,0,0,0,0,0,0,0,0,0,1,1
618943,6,2026-01,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68,National Highways Authority of India [NHAI],618943,,,Tamil Nadu,01/2008,01/2011,,861.23,1019.85,18.25,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.113872,-0.9788093772859747,0,0,0,0,0,0,0,0,0,1,1
619083,6,2026-01,Thumbipadi-Namakkal from km. 180.00 to km. 248.625 Package No. NS-2/BOT/TN- 02,National Highways Authority of India [NHAI],619083,,,Tamil Nadu,08/2006,02/2009,,255.53,395.43,15.29,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.114210,-0.9401635815755489,0,0,0,0,0,0,0,0,0,1,1
619084,6,2026-01,Start of Karur Bypass - Dindigul from km. 292.600 to km. 305.600 Contract Package No. NS2/BOT/TN-4,National Highways Authority of India [NHAI],619084,,,Tamil Nadu,10/2006,04/2009,,461.54,515.03,0.29,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.114373,-0.9993716687611042,0,0,0,0,0,0,0,0,0,1,1
619086,8,2026-01,Chengapalli km 102.035 to Neelambur Km144.680 and Madukkarai Km 170.880 to Walayar K183.010 Package No. NS-2/BOT/TN-08,National Highways Authority of India [NHAI],619086,,,Tamil Nadu,09/2010,03/2013,,852.0,285.55,0.32,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.114529,-0.99962441314554,0,0,0,0,0,0,0,0,0,1,1
617936,8,2026-01,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,MoRTH,617936,,,Telangana,10/2016,03/2019,,253.99,183.26,0.0,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.116300,-1.0,0,0,0,0,0,0,0,0,0,1,1
619165,8,2026-01,Thanamcherla-Jamandlapally 2LPS,National Highways Authority of India [NHAI],619165,,,Telangana,03/2014,02/2023,,177.18,18.65,3.61,100.0,FlashReport_January_2026_page125_table1.csv,125,2026-08-28T21:13:50.126148,-0.9796252398690597,0,0,0,0,0,0,0,0,0,1,1
618008,6,2025-12,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,618008,,,Uttar Pradesh,03/2021,09/2023,03/2024,185.09,269.81,158.8,100.0,FlashReport_December_2025_page101_table1.csv,101,2026-08-28T21:13:48.763329,-0.1420390080501377,0,0,0,6,1,0,0,0,0,1,1
618164,7,2026-07,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.,MoRTH -) (-,618164,,,Uttar Pradesh,03/2022,06/2026,08/2026,1141.67,1157.31,0.0,100.0,FlashReport_July_2026_page141_table0.csv,141,2026-08-28T21:13:51.048082,-1.0,0,0,0,2,0,0,0,,,,
618165,7,2026-05,Construction of 4-lane highway with paved shoulders from Km 49.155 to Km 74.700 of NH-731A on Hybrid Annuity Mode in the state of Uttar Pradesh,MoRTH N24001545) (10197,618165,,,Uttar Pradesh,01/2022,01/2026,06/2026,1156.72,1156.72,0.0,100.0,FlashReport_May2026_page151_table0.csv,151,2026-08-28T21:13:52.838382,-1.0,0,0,0,5,1,0,0,0,0,1,1
618166,8,2026-05,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH- 731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,MoRTH N24001647) (10198,618166,,,Uttar Pradesh,01/2022,10/2025,06/2026,697.66,697.66,0.04,100.0,FlashReport_May2026_page151_table0.csv,151,2026-08-28T21:13:52.838480,-0.9999426654817533,0,0,0,8,1,1,0,0,0,1,1
618229,6,2025-12,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Near Karri village-Etawah section Km30.000 to Km 57.346 Pakage-II of NH-92 in state of Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan assistance of world Bank on EPC mode.,MoRTH,618229,,,Uttar Pradesh,04/2020,02/2024,02/2025,211.09,206.56,0.0,100.0,FlashReport_December_2025_page102_table1.csv,102,2026-08-28T21:13:48.769439,-1.0,0,0,0,12,1,1,0,0,0,1,1
618240,8,2026-05,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar- naer Karri village section Km0.00 to Km30.00 Pakage-I of NH-92 in state of Uttar Pradesh undergreen national Highway Corridor Project GNHCP with the loan assistance of world Bank on EPC mode.,MoRTH N24001461) (-,618240,,,Uttar Pradesh,04/2020,03/2024,07/2026,236.47,236.47,0.0,100.0,FlashReport_May2026_page152_table0.csv,152,2026-08-28T21:13:52.840677,-1.0,0,0,0,28,1,1,1,0,0,1,1
618499,8,2026-06,6L Elevated Kanpur - Lucknow Exeressway Pkg-1 from Km. 10980 to Km. 28500,NHAI -) (-,618499,,,Uttar Pradesh,12/2021,07/2025,07/2026,1972.94,1943.27,770.81,100.0,FlashReport_June_2026_page151_table0.csv,151,2026-08-28T21:13:51.568154,-0.6093089500947824,0,0,0,12,1,1,0,0,0,1,1
618553,6,2026-05,6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km. 141.000 of Yamuna Expressways,National Highways Authority of India [NHAI] N24001852) (10399,618553,,,Uttar Pradesh,01/2022,02/2025,07/2026,957.62,1034.42,758.67,100.0,FlashReport_May2026_page153_table0.csv,153,2026-08-28T21:13:52.846971,-0.20775464171592073,0,0,0,17,1,1,1,,,,
618692,6,2026-02,Aligarh-Kanpur Pkg I [Aligarh-Bhadwas],National Highways Authority of India [NHAI] -,618692,,,Uttar Pradesh,03/2018,06/2022,04/2021,1226.64,2069.6,213.84,100.0,FlashReport_February_2026_page159_table1.csv,159,2026-08-28T21:13:49.548447,-0.8256701232635493,0,0,0,-14,0,0,0,0,0,1,1
618710,8,2026-01,DL/UP Border - EPE Crossing Pkg-02,National Highways Authority of India [NHAI],618710,,,Uttar Pradesh,09/2020,11/2023,08/2024,2002.79,1889.78,1732.22,100.0,FlashReport_January_2026_page128_table1.csv,128,2026-08-28T21:13:50.142246,-0.13509654032624485,0,0,0,9,1,1,0,0,0,1,1
618864,6,2026-05,4L from Mathura Bypass Start at Existing Km. 154.20 of NH-44 to Gaju Village at Km 32.982 of NH-530B Pkg-IB,National Highways Authority of India [NHAI] N24001851) (10619,618864,,,Uttar Pradesh,01/2022,03/2025,07/2026,1722.11,1820.77,1050.08,100.0,FlashReport_May2026_page154_table0.csv,154,2026-08-28T21:13:52.852470,-0.39023639604903293,0,0,0,16,1,1,1,,,,
618883,8,2026-05,Construction of Four Lane Highway form Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package I [from Hridaipur km 0.000 to Shahapur km 42.500] on EPC Mode in the state of Uttar Pradesh.,National Highways Authority of India [NHAI] N24002086) (10634,618883,,,Uttar Pradesh,10/2022,07/2025,06/2026,1706.47,1579.59,866.24,100.0,FlashReport_May2026_page155_table0.csv,155,2026-08-28T21:13:52.854504,-0.49237900461185957,0,0,0,11,1,1,0,0,0,1,1
618959,6,2026-02,4L Prayagraj Greenfield By-pass from design Km 50860 near Nibi Kala Uperhar to design Km 64763 on NH-19 near Khodaypur Kasgaon including Interchange loop at NH-19,National Highways Authority of India [NHAI] N24002106,618959,,,Uttar Pradesh,08/2023,03/2025,,1017.99,427.54,406.6,100.0,FlashReport_February_2026_page160_table1.csv,160,2026-08-28T21:13:49.555482,-0.600585467440741,0,0,0,0,0,0,0,0,0,1,1
619162,7,2026-01,4L of Najibabad Bypass from Km. 105.423 to Km. 118.373 excluding 2.45 Km. of NH- 74 Bypass of NH-119,National Highways Authority of India [NHAI],619162,,,Uttar Pradesh,01/2022,06/2024,10/2025,578.02,566.9,438.31,100.0,FlashReport_January_2026_page129_table1.csv,129,2026-08-28T21:13:50.147842,-0.24170443929275798,0,0,0,16,1,1,1,0,0,1,1
617970,6,2025-12,Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to 92.880 of NH-,MoRTH,617970,,,Uttarakhand,10/2016,06/2019,03/2021,282.08,282.08,156.65,100.0,FlashReport_December_2025_page104_table1.csv,104,2026-08-28T21:13:48.780323,-0.4446610890527509,0,0,0,21,1,1,1,0,0,1,1
617975,6,2025-12,Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km 122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of Uttarakhand,MoRTH,617975,,,Uttarakhand,03/2017,11/2019,10/2021,237.79,237.79,50.38,100.0,FlashReport_December_2025_page104_table1.csv,104,2026-08-28T21:13:48.780510,-0.7881323857184911,0,0,0,23,1,1,1,0,0,1,1
618214,7,2026-02,Rehabilitation and upgradation to 2 lane / 2 lane with paved shoulder configuration for design chainage km 107.347 to km 129.208 & km 133.878 to km 138.570 existing chainage km 110.000 to km 133.020 & km 137.330 to km 142.028 and land slide treatment at existing km 138.500 Design chainage km 134.970 of NH -94 on EPC mode under improvement to NH connectivity to Chardham in the state of Uttarakhand.,MoRTH -,618214,,,Uttarakhand,03/2018,07/2021,,346.5,346.5,0.0,100.0,FlashReport_February_2026_page162_table1.csv,162,2026-08-28T21:13:49.562687,-1.0,0,0,0,0,0,0,0,0,0,1,1
701391,13,2026-06,Aruna Medium Irrigation Project,Department of water resources-MH - II -) (-,701391,,,Maharashtra,04/2009,12/2019,12/2025,210.45,1472.14,1734.71,100.0,FlashReport_June_2026_page159_table0.csv,159,2026-08-28T21:13:51.596522,7.242860536944644,1,1,1,72,1,1,1,0,0,1,1
701406,12,2025-07,Rajiv Bhima Lift Irrigation Scheme,Irrigation and CAD-TG,701406,,,Telangana,01/2008,12/2019,,1402.0,2509.66,1839.76,100.0,FlashReport_July_2025_page65_table1.csv,65,2026-08-28T21:13:50.880633,0.3122396576319544,1,1,1,0,0,0,0,0,0,1,1
618285,12,2025-12,Widening/Improvement to 4 -Lane with Paved Shoulder from Ch. 88.000km to Ch.99.930 km Design Ch.84.100km to Ch.96.000 km of Sagunbashi forest near Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17 on EPC Package-7,NHIDCL,618285,,,Assam,03/2021,10/2025,,286.72,286.72,0.0,100.0,FlashReport_December_2025_page43_table1.csv,43,2026-08-28T21:13:48.880948,-1.0,0,0,0,0,0,0,0,0,0,1,1
618330,12,2026-01,Construction of 4/6 Laning from existing Km 159.400 of NH-36 to existing Km 102.500 of NH-39 and upto end point of Assam portion [Design Km 118.050 to design Km 132.375] Total New Alignment length of 14.325 Km of Daboka - Dimapur Section Dimapur Bypass in the state of Assam under SARDP-NE 'Phase-A' on EPC mode Assam Portion,NHIDCL,618330,,,Assam,03/2018,11/2022,08/2024,511.02,511.02,647.2,100.0,FlashReport_January_2026_page52_table1.csv,52,2026-08-28T21:13:50.300460,0.26648663457398936,1,1,1,21,1,1,1,0,0,1,1
701105,11,2026-04,Goa Airport Terminal Building Extension Project,Airport Authority of India [AAI] N04000095) (4831,701105,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Goa,11/2017,12/2021,04/2026,255.69,255.69,156.7,100.0,FlashReport_April2026_page55_table0.csv,55,2026-08-28T21:13:48.278071,-0.3871485001368845,0,0,0,52,1,1,1,0,0,1,1
701127,13,2026-06,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur Airport.,Airport Authority of India [AAI] -) (-,701127,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Rajasthan,06/2022,03/2026,06/2026,480.0,480.0,348.01,100.0,FlashReport_June_2026_page59_table0.csv,59,2026-08-28T21:13:51.716507,-0.27497916666666666,0,0,0,3,0,0,0,0,0,1,1
612819,10,2026-01,300 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],612819,,,Rajasthan,07/2022,09/2024,12/2025,1813.0,1813.0,1752.16,100.0,FlashReport_January_2026_page67_table1.csv,67,2026-08-28T21:13:50.380532,-0.0335576392719249,0,0,0,15,1,1,1,0,0,1,1
615327,10,2026-01,50 MW Solar PP Minedout Area,NLC India Limited [NLCIL],615327,,,Tamil Nadu,08/2023,03/2025,12/2025,218.03,218.03,166.55,100.0,FlashReport_January_2026_page67_table1.csv,67,2026-08-28T21:13:50.380688,-0.2361142961977709,0,0,0,9,1,1,0,0,0,1,1
611966,12,2026-06,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Power Grid Corporation of India Limited [POWERGRID] -) (-,611966,,,Maharashtra,11/2023,07/2025,05/2026,224.41,224.41,224.41,100.0,FlashReport_June_2026_page69_table0.csv,69,2026-08-28T21:13:51.752002,0.0,0,0,0,10,1,1,0,,,,
702949,12,2025-08,Jhansi Water Supply Infrastructure Phase-II Project,Ministry of Housing & Urban Affairs,702949,Waste & Water,,Uttar Pradesh,06/2019,07/2023,09/2025,561.74,561.74,523.15,100.0,FlashReport_August_2025_page47_table1.csv,47,2026-08-28T21:13:48.590623,-0.06869726207854177,0,0,0,26,1,1,1,0,0,1,1
612851,12,2026-07,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi Campus on Engineering, Procurement and Construction basis",National Institute of Technology Delhi -) (-,612851,,,Delhi,09/2009,09/2025,01/2026,333.49,336.42,336.42,100.0,FlashReport_July_2026_page70_table0.csv,70,2026-08-28T21:13:51.243161,0.008785870640798832,0,0,0,4,1,0,0,,,,
705526,13,2026-05,Samastipur-Darbhanga Doubling Railway Project,East Central Railway [ECR] - I N22000329) (2308,705526,,,Bihar,11/2015,03/2025,10/2025,519.0,519.0,409.48,100.0,FlashReport_May2026_page81_table0.csv,81,2026-08-28T21:13:53.075633,-0.21102119460500957,0,0,0,7,1,1,0,1,1,1,1
602792,13,2025-10,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,SECR,602792,,,Chhattisgarh,07/2011,02/2025,03/2026,1171.0,1171.0,376.0,100.0,FlashReport_October_2025_page62_table1.csv,62,2026-08-28T21:13:53.638824,-0.6789069171648163,0,0,0,13,1,1,1,0,0,1,1
705660,12,2025-07,Doubling of Katni - Singrauli Railway Line [261 km],Indian Railway Construction International Limited [IRCON],705660,,,Madhya Pradesh,03/2017,12/2026,,2445.0,4377.0,3122.0,100.0,FlashReport_July_2025_page57_table1.csv,57,2026-08-28T21:13:50.832443,0.2768916155419223,1,1,1,0,0,0,0,0,0,1,1
705933,13,2026-06,Nimach-Ratlam Doubling [133 Km],Western Railway [WR] - II -) (-,705933,,,Madhya Pradesh,10/2021,10/2027,10/2027,1095.88,1095.88,1284.91,100.0,FlashReport_June_2026_page88_table0.csv,88,2026-08-28T21:13:51.836222,0.17249151366937987,1,1,0,0,0,0,0,1,1,1,1
705506,13,2026-01,3rd Line Manmad - Jalgaon [160 Kilometres],Central Railway [CR] - II,705506,,,Maharashtra,05/2017,12/2024,08/2025,1035.16,1870.0,1800.16,100.0,FlashReport_January_2026_page85_table1.csv,85,2026-08-28T21:13:50.524243,0.7390161907337995,1,1,1,8,1,1,0,0,0,1,1
705567,13,2026-07,Burhwal - Gonda - 3rd line 61.72 km,CAOC/NER NER mor -) (-,705567,,,Uttar Pradesh,11/2017,03/2025,05/2026,1016.0,1307.62,777.21,100.0,FlashReport_July_2026_page89_table0.csv,89,2026-08-28T21:13:51.320670,-0.23502952755905504,0,0,0,14,1,1,1,,,,
617907,6,2026-03,Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC mode.,MoRTH N24001953,617907,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,12/2021,09/2024,04/2026,436.09,436.09,215.74,100.0,FlashReport_March_2026_page90_table1.csv,90,2026-08-28T21:13:52.598492,-0.50528560618221,0,0,0,19,1,1,1,0,0,1,1
617949,7,2026-03,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,MoRTH N24002145,617949,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,03/2023,03/2026,03/2026,159.66,159.66,59.26,100.0,FlashReport_March_2026_page90_table1.csv,90,2026-08-28T21:13:52.598586,-0.6288362770888137,0,0,0,0,0,0,0,0,0,1,1
618125,8,2026-02,Rehabilitation and upgradation of NH 326A from km 0/0 to 41/979 excluding km 2/255 to 3/372 and km 36/820 to 38/275 Odisha border to Narasamapeta to two lane with paved Shoulders in the State of Andhra Pradesh under NHO on EPC Mode,MoRTH -,618125,,,Andhra Pradesh,03/2018,03/2020,03/2021,228.32,228.32,70.6,100.0,FlashReport_February_2026_page102_table1.csv,102,2026-08-28T21:13:49.234943,-0.6907848633496847,0,0,0,12,1,1,0,0,0,1,1
618236,7,2026-02,Rehabilitation and Up-gradation of Dhindi - Digamarru section from Km 126/510 to Km 135/740 of NH -214New NH -216 and digamarru -Losari section from Km 0/000 tp Km 34/230 of NH-214 ANew Nh-216 to two lane with paved shoulder in the state of AP- NH,MoRTH -,618236,,,Andhra Pradesh,02/2016,05/2018,07/2020,316.06,288.76,14.32,100.0,FlashReport_February_2026_page102_table1.csv,102,2026-08-28T21:13:49.235866,-0.9546921470606847,0,0,0,26,1,1,1,0,0,1,1
618257,8,2026-03,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode,MoRTH N24001957,618257,,,Andhra Pradesh,08/2020,07/2024,03/2026,349.29,349.29,241.96,100.0,FlashReport_March_2026_page92_table1.csv,92,2026-08-28T21:13:52.605654,-0.30728048326605406,0,0,0,20,1,1,1,0,0,1,1
618259,6,2025-12,Two laning with paved shoulders of Paderu to GundigudaSection of NH 516E,MoRTH,618259,,,Andhra Pradesh,08/2020,03/2023,03/2024,222.61,222.61,122.52,100.0,FlashReport_December_2025_page78_table1.csv,78,2026-08-28T21:13:49.102587,-0.4496204123803963,0,0,0,12,1,1,0,0,0,1,1
618579,8,2026-02,6L of Anandapuram Pendurthi Anakapalli Section from km. 681.000 to km. 731.780 of NH-16,National Highways Authority of India [NHAI] -,618579,,,Andhra Pradesh,01/2018,07/2021,11/2021,2527.0,2957.25,240.35,100.0,FlashReport_February_2026_page103_table1.csv,103,2026-08-28T21:13:49.240529,-0.9048872180451127,0,0,0,4,1,0,0,0,0,1,1
618748,6,2026-01,Khammam-Devarapalle Pkg IV [4L Access Controlled Greenfield from Recherla village to Gurvaygudem village Design Chainage 105236 to 132664],National Highways Authority of India [NHAI],618748,,,Andhra Pradesh,11/2020,09/2024,05/2025,569.37,752.02,322.23,100.0,FlashReport_January_2026_page92_table1.csv,92,2026-08-28T21:13:50.572167,-0.43405869645397543,0,0,0,8,1,1,0,0,0,1,1
618749,7,2026-06,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem village to Devarapalle village Design Chainage 132664 to 162126,NHAI -) (-,618749,,,Andhra Pradesh,12/2020,09/2024,07/2026,711.94,926.48,566.96,100.0,FlashReport_June_2026_page98_table0.csv,98,2026-08-28T21:13:51.873454,-0.20364075624350364,0,0,0,22,1,1,1,,,,
619160,7,2026-02,Balance works in AP Portion and punch list items in TN & AP portion of NH-205,National Highways Authority of India [NHAI] -,619160,,,Andhra Pradesh,10/2022,01/2025,,166.52,113.46,98.26,100.0,FlashReport_February_2026_page105_table1.csv,105,2026-08-28T21:13:49.250775,-0.40992073024261355,0,0,0,0,0,0,0,0,0,1,1
702682,6,2025-10,Dibrugarh Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702682,Ministry of Railways,Waste & Water,Assam,02/2016,03/2023,12/2025,186.8,186.8,1664.41,100.0,FlashReport_October_2025_page40_table1.csv,40,2026-08-28T21:13:53.513982,7.910117773019271,1,1,1,33,1,1,1,,,,
612063,5,2025-08,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion, and associated works at Prayagraj Airport- On Design & Build Basis.",Airport Authority of India [AAI],612063,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Uttar Pradesh,08/2023,11/2024,08/2025,219.18,274.38,215.19,100.0,FlashReport_August_2025_page37_table1.csv,37,2026-08-28T21:13:48.529194,-0.018204215713112593,0,0,0,9,1,1,0,0,0,1,1
701091,4,2025-08,Lucknow Airport-Terminal 3- Phase 1 & Other Associated Works,Adani Airport Holdings Limited,701091,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Uttar Pradesh,06/2018,03/2026,,3100.0,3100.0,16024.42,100.0,FlashReport_August_2025_page37_table1.csv,37,2026-08-28T21:13:48.529274,4.169167741935484,1,1,1,0,0,0,0,0,0,1,1
602194,5,2025-09,Khurja super Thermal Power Plant [2X660 MW],THDC India Limited,602194,,,Uttar Pradesh,03/2019,02/2024,09/2025,11089.42,13276.2,12888.23,100.0,FlashReport_September_2025_page48_table1.csv,48,2026-08-28T21:13:53.823828,0.16220956551379606,1,1,0,19,1,1,1,0,0,1,1
611737,4,2025-10,Western Region Expansion Scheme-XXV,Power Grid Corporation of India Limited [POWERGRID],611737,Transmission & Distribution,,Chhattisgarh,02/2023,11/2023,10/2025,385.84,385.84,382.4,100.0,FlashReport_October_2025_page48_table1.csv,48,2026-08-28T21:13:53.553958,-0.008915612689197605,0,0,0,23,1,1,1,,,,
